winner,looser,height_1,weight_1,reach_1,stance_1,dob_1,slpm_1,stracc_1,sapm_1,strdef_1,tdavg_1,tdacc_1,tddef_1,subavg_1,height_2,weight_2,reach_2,stance_2,dob_2,slpm_2,stracc_2,sapm_2,strdef_2,tdavg_2,tdacc_2,tddef_2,subavg_2,fight_date,cur_streak_1,max_streak_1,cur_streak_2,max_streak_2,outcome
Alan Jouban,Albert Tumenov,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",5.67,50%,3.77,60%,0.51,44%,58%,0.3,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.2,20%,75%,0.0,2015.0,0.0,3.0,0.0,5.0,0.0
Islam Makhachev,Adriano Martins,"5' 10""",170 lbs.,"70""",Southpaw,"Oct 27, 1991",2.45,58%,1.45,61%,3.1,56%,91%,1.0,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",1.8,38%,2.14,65%,0.83,80%,81%,0.4,2015.0,15.0,15.0,0.0,3.0,0.0
Angela Hill,Rose Namajunas,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.37,50%,5.02,60%,0.75,30%,72%,0.1,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",3.6,41%,3.38,63%,1.49,50%,62%,0.4,2015.0,0.0,3.0,0.0,3.0,0.0
Francisco Trevino,Sage Northcutt,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6,2015.0,0.0,1.0,2.0,2.0,0.0
Sergio Pettis,Chris Cariaso,"5' 6""",125 lbs.,"69""",Orthodox,"Aug 18, 1993",3.88,37%,2.91,65%,0.85,40%,67%,0.4,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8,2015.0,0.0,4.0,0.0,4.0,1.0
Viktor Pesta,Derrick Lewis,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 15, 1990",1.58,36%,2.54,56%,3.29,28%,100%,0.0,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.51,50%,2.49,40%,0.56,26%,52%,0.0,2015.0,0.0,1.0,1.0,6.0,0.0
Josh Barnett,Roy Nelson,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50%,2.11,57%,1.26,55%,55%,1.4,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1,2015.0,0.0,8.0,1.0,3.0,1.0
Gegard Mousasi,Uriah Hall,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.23,48%,3.85,54%,0.54,38%,64%,0.1,2015.0,4.0,12.0,0.0,4.0,0.0
Chico Camus,Kyoji Horiguchi,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",2.58,41%,2.46,64%,0.77,40%,72%,0.4,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",3.6,45%,2.45,62%,2.0,44%,55%,0.0,2015.0,0.0,1.0,2.0,4.0,0.0
Takeya Mizugaki,George Roop,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",3.37,37%,3.27,57%,1.46,57%,70%,0.1,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",3.43,34%,2.47,60%,1.05,57%,59%,0.1,2015.0,0.0,5.0,0.0,2.0,1.0
Katsunori Kikuno,Diego Brandao,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",2.64,40%,2.47,61%,1.88,75%,76%,0.8,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6,2015.0,0.0,2.0,2.0,3.0,0.0
Teruto Ishihara,Mizuto Hirota,"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991",3.26,44%,3.63,53%,0.5,16%,30%,0.0,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",3.36,40%,3.5,54%,1.36,50%,58%,0.1,2015.0,0.0,2.0,0.0,1.0,0.0
Keita Nakamura,Li Jingliang,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.2,58%,1.65,48%,63%,0.3,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.46,42%,3.95,56%,1.19,41%,60%,0.0,2015.0,1.0,2.0,0.0,4.0,1.0
Yusuke Kasuya,Nick Hein,"5' 7""",155 lbs.,--,Southpaw,"Nov 16, 1989",2.17,44%,4.34,48%,1.36,33%,0%,0.0,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",2.65,35%,3.61,59%,0.86,33%,83%,0.0,2015.0,0.0,0.0,0.0,3.0,0.0
Naoyuki Kotani,Kajan Johnson,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984",2.47,42%,1.59,64%,1.54,37%,62%,0.2,2015.0,0.0,0.0,0.0,4.0,0.0
Shinsho Anzai,Roger Zapata,"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985",3.23,58%,3.75,45%,1.83,16%,75%,0.0,"5' 11""",170 lbs.,--,Southpaw,"May 09, 1986",2.6,51%,2.13,36%,0.0,0%,81%,1.4,2015.0,2.0,2.0,0.0,0.0,1.0
Demetrious Johnson,John Dodson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",3.43,54%,1.66,67%,3.35,56%,65%,0.5,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",3.2,40%,3.58,61%,0.71,28%,82%,0.0,2015.0,13.0,13.0,1.0,3.0,1.0
Andrei Arlovski,Frank Mir,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,2015.0,0.0,6.0,0.0,4.0,1.0
Jimi Manuwa,Anthony Johnson,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",3.43,54%,3.97,49%,0.53,18%,70%,0.4,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",3.25,47%,1.83,60%,2.43,57%,77%,0.6,2015.0,0.0,3.0,3.0,3.0,0.0
Jan Blachowicz,Corey Anderson,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.44,49%,3.03,52%,1.03,48%,69%,0.3,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",4.43,46%,2.22,59%,4.89,50%,83%,0.0,2015.0,0.0,5.0,4.0,4.0,0.0
Alex Chambers,Paige VanZant,"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",2.97,54%,5.1,50%,2.31,41%,53%,1.0,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0,2015.0,0.0,1.0,1.0,3.0,0.0
Paul Felder,Ross Pearson,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.7,44%,3.44,48%,0.29,28%,64%,0.2,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,2015.0,0.0,3.0,0.0,3.0,0.0
Francisco Rivera,John Lineker,"5' 8""",135 lbs.,"70""",Orthodox,"Oct 08, 1981",4.07,41%,3.16,68%,1.01,63%,68%,0.6,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6,2015.0,0.0,2.0,2.0,6.0,0.0
Raquel Pennington,Jessica Andrade,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",4.1,49%,3.32,61%,0.83,27%,62%,0.6,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",6.37,48%,5.58,54%,2.1,54%,75%,0.3,2015.0,6.0,6.0,0.0,4.0,1.0
Clay Collard,Tiago dos Santos e Silva,"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",4.22,32%,5.0,50%,2.81,39%,71%,0.5,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",3.69,35%,4.23,59%,0.63,11%,33%,0.3,2015.0,0.0,1.0,1.0,1.0,0.0
Joe Riggs,Ron Stallings,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982",2.41,51%,1.69,57%,2.45,55%,62%,0.6,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0.0,0%,71%,0.0,2015.0,1.0,2.0,1.0,1.0,1.0
Nazareno Malegarie,Joaquim Silva,"5' 8""",155 lbs.,--,,"May 16, 1986",3.87,34%,3.27,69%,1.0,33%,0%,0.0,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.43,43%,4.17,53%,0.34,50%,70%,0.8,2015.0,0.0,0.0,0.0,3.0,0.0
Charles Oliveira,Max Holloway,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.35,54%,3.24,49%,2.22,40%,54%,2.6,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",7.2,48%,4.74,59%,0.24,53%,83%,0.3,2015.0,0.0,11.0,0.0,13.0,0.0
Erick Silva,Neil Magny,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.5,48%,4.18,49%,0.85,35%,56%,1.4,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.41,46%,2.44,51%,2.18,39%,55%,0.3,2015.0,0.0,2.0,1.0,7.0,0.0
Patrick Cote,Joshua Burkman,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3,2015.0,0.0,5.0,0.0,2.0,1.0
Francisco Trinaldo,Chad Laprise,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,0.98,42%,60%,0.5,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0,2015.0,2.0,7.0,0.0,3.0,1.0
Tony Sims,Olivier Aubin-Mercier,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,63%,0.76,65%,0.71,50%,50%,0.7,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5,2015.0,0.0,1.0,0.0,4.0,0.0
Maryna Moroz,Valerie Letourneau,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.42,33%,4.89,51%,0.7,24%,42%,0.6,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",4.51,37%,5.4,58%,0.77,45%,66%,0.3,2015.0,0.0,3.0,0.0,3.0,0.0
Sam Stout,Frankie Perez,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989",1.64,41%,2.17,54%,1.75,41%,50%,0.3,2015.0,0.0,2.0,0.0,1.0,0.0
Yves Jabouin,Felipe Arantes,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",3.06,41%,2.93,62%,1.94,60%,82%,0.1,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",2.37,45%,2.66,64%,0.93,47%,41%,0.7,2015.0,0.0,3.0,0.0,2.0,0.0
Nikita Krylov,Marcos Rogerio de Lima,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.31,54%,2.58,44%,2.17,38%,53%,1.4,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",3.7,57%,2.9,51%,1.4,45%,59%,0.5,2015.0,0.0,5.0,0.0,2.0,1.0
Chris Kelades,Chris Beal,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",2.4,43%,2.64,48%,1.04,18%,53%,0.3,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.6,58%,78%,0.2,2015.0,1.0,1.0,0.0,2.0,1.0
Shane Campbell,Elias Silverio,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987",3.99,59%,3.19,55%,1.36,28%,82%,0.0,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",3.67,49%,2.97,51%,1.62,38%,85%,0.2,2015.0,0.0,1.0,0.0,3.0,1.0
Misha Cirkunov,Daniel Jolly,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",3.86,51%,3.06,57%,4.15,39%,76%,1.7,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984",1.32,46%,3.39,44%,2.83,33%,50%,0.0,2015.0,0.0,4.0,0.0,0.0,1.0
Ovince Saint Preux,Glover Teixeira,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",3.03,47%,3.33,47%,1.09,36%,67%,0.5,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9,2015.0,1.0,5.0,0.0,8.0,0.0
Beneil Dariush,Michael Johnson,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.78,49%,2.62,57%,2.11,38%,82%,0.8,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.28,39%,3.79,58%,0.58,38%,81%,0.0,2015.0,1.0,8.0,2.0,4.0,1.0
Sam Alvey,Derek Brunson,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.28,44%,3.63,52%,0.06,14%,82%,0.1,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.51,47%,3.05,51%,3.14,33%,85%,0.6,2015.0,0.0,4.0,0.0,5.0,0.0
Timothy Johnson,Jared Rosholt,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",3.43,45%,3.08,44%,1.09,24%,69%,0.0,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",2.08,46%,1.52,59%,1.83,41%,66%,0.1,2015.0,0.0,1.0,3.0,3.0,0.0
Sara McMann,Amanda Nunes,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.26,46%,1.92,47%,4.38,65%,50%,0.5,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",4.55,51%,2.62,57%,2.73,54%,82%,0.7,2015.0,0.0,5.0,1.0,12.0,0.0
Ray Borg,Geane Herrera,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",1.52,52%,1.93,48%,3.89,50%,46%,1.0,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",1.51,31%,5.07,52%,0.83,37%,38%,0.6,2015.0,2.0,3.0,0.0,1.0,1.0
Oluwale Bamgbose,Uriah Hall,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.7,55%,0.94,33%,37%,0.0,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.23,48%,3.85,54%,0.54,38%,64%,0.1,2015.0,0.0,1.0,0.0,4.0,0.0
Chris Camozzi,Tom Watson,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986",3.57,44%,2.96,56%,0.27,19%,57%,0.5,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,0.15,7%,43%,0.0,2015.0,0.0,4.0,0.0,1.0,1.0
Dustin Ortiz,Willie Gates,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2.94,44%,2.17,56%,3.01,36%,52%,0.1,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",1.8,38%,4.28,38%,0.0,0%,67%,0.4,2015.0,3.0,3.0,0.0,1.0,1.0
Sirwan Kakai,Frankie Saenz,"5' 5""",135 lbs.,--,Orthodox,"Oct 03, 1989",3.57,41%,4.63,62%,4.0,42%,83%,0.0,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",3.94,47%,3.5,52%,1.74,31%,61%,0.1,2015.0,1.0,1.0,0.0,3.0,0.0
Chris Dempsey,Jonathan Wilson,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",2.25,32%,2.82,65%,2.64,23%,16%,0.0,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0,2015.0,0.0,1.0,0.0,1.0,0.0
Roman Salazar,Marlon Vera,"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",1.95,39%,2.89,57%,1.77,18%,50%,0.0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",4.25,48%,5.37,49%,0.49,39%,72%,0.8,2015.0,0.0,0.0,0.0,5.0,0.0
Anthony Christodoulou,Scott Holtzman,"5' 9""",155 lbs.,--,Orthodox,"Jul 30, 1987",2.19,26%,5.9,45%,0.0,0%,40%,0.0,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.32,47%,3.66,55%,1.88,56%,67%,0.2,2015.0,0.0,0.0,0.0,3.0,0.0
Bethe Correia,Ronda Rousey,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983",4.37,43%,4.93,56%,0.39,18%,85%,0.0,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987",4.17,52%,4.14,44%,6.26,68%,50%,4.8,2015.0,0.0,3.0,0.0,10.0,0.0
Rogerio Nogueira,Mauricio Rua,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.57,50%,2.79,54%,2.01,48%,49%,0.7,2015.0,0.0,7.0,0.0,8.0,0.0
Glaico Franca Moreira,Fernando Bruno,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,42%,3.46,47%,2.68,42%,76%,0.3,"5' 6""",145 lbs.,--,,"Feb 24, 1982",1.75,39%,1.78,48%,2.02,22%,56%,0.5,2015.0,0.0,1.0,0.0,0.0,1.0
Reginaldo Vieira,Dileno Lopes,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8,"5' 5""",135 lbs.,--,,"Sep 26, 1984",2.37,36%,3.33,53%,2.5,31%,100%,1.5,2015.0,0.0,1.0,0.0,0.0,1.0
Stefan Struve,Antonio Rodrigo Nogueira,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.4,55%,1.3,29%,36%,2.4,2015.0,0.0,4.0,0.0,8.0,1.0
Soa Palelei,Antonio Silva,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,2.2,47%,66%,0.0,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8,2015.0,1.0,3.0,0.0,4.0,0.0
Claudia Gadelha,Jessica Aguilar,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",3.31,41%,4.57,57%,3.03,42%,58%,0.7,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982",4.93,50%,7.19,53%,0.94,25%,50%,0.2,2015.0,2.0,2.0,0.0,1.0,1.0
Demian Maia,Neil Magny,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",1.8,43%,2.07,63%,2.49,24%,61%,1.0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.41,46%,2.44,51%,2.18,39%,55%,0.3,2015.0,0.0,7.0,1.0,7.0,1.0
Patrick Cummins,Rafael Cavalcante,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980",4.26,50%,3.35,55%,4.49,41%,28%,0.1,"6' 1""",205 lbs.,"74""",Orthodox,"Apr 14, 1980",2.71,53%,3.62,49%,0.6,40%,63%,0.1,2015.0,0.0,3.0,0.0,3.0,1.0
Warlley Alves,Nordine Taleb,"5' 11""",185 lbs.,"72""",Orthodox,"Jan 04, 1991",3.04,48%,3.95,50%,1.22,50%,62%,0.8,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0,2015.0,0.0,4.0,1.0,3.0,1.0
Leandro Issa,Iuri Alcantara,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",2.08,37%,3.17,58%,2.38,22%,50%,1.2,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2.72,45%,2.79,49%,1.44,62%,60%,0.8,2015.0,0.0,2.0,1.0,3.0,0.0
Clint Hester,Vitor Miranda,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986",3.36,42%,3.44,56%,1.02,35%,60%,0.0,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",2.98,45%,2.95,58%,0.95,55%,50%,0.2,2015.0,0.0,4.0,0.0,3.0,0.0
Guido Cannetti,Hugo Viana,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",3.44,55%,2.84,51%,2.27,55%,64%,0.4,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.2,57%,0.22,6%,50%,0.0,2015.0,2.0,2.0,0.0,2.0,1.0
Renan Barao,TJ Dillashaw,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.9,57%,1.49,41%,91%,0.5,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",5.09,41%,3.47,62%,1.56,30%,77%,0.8,2015.0,0.0,9.0,1.0,4.0,0.0
Miesha Tate,Jessica Eye,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",2.62,44%,3.05,51%,1.97,30%,56%,1.2,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.86,37%,4.19,55%,0.58,40%,57%,0.5,2015.0,1.0,5.0,0.0,3.0,1.0
Edson Barboza,Paul Felder,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",4.14,44%,4.6,55%,0.43,50%,73%,0.1,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.7,44%,3.44,48%,0.29,28%,64%,0.2,2015.0,0.0,4.0,0.0,3.0,1.0
Takanori Gomi,Joe Lauzon,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0,2015.0,0.0,10.0,0.0,3.0,0.0
Tom Lawlor,Gian Villante,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2.5,42%,2.41,60%,2.46,32%,57%,1.4,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.38,44%,5.47,55%,0.45,23%,83%,0.0,2015.0,2.0,2.0,0.0,3.0,1.0
Danny Castillo,Jim Miller,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2.92,42%,3.44,56%,1.5,45%,48%,1.7,2015.0,0.0,3.0,1.0,7.0,0.0
Kenny Robertson,Ben Saunders,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",3.72,47%,3.02,52%,1.37,26%,57%,0.8,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.2,40%,66%,1.3,2015.0,0.0,3.0,0.0,3.0,0.0
Eddie Wineland,Bryan Caraway,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.4,29%,3.76,68%,0.34,33%,86%,0.1,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.53,34%,3.61,54%,2.57,25%,80%,0.8,2015.0,0.0,4.0,0.0,2.0,0.0
James Krause,Daron Cruickshank,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",2.88,38%,2.98,57%,2.04,41%,60%,0.2,2015.0,0.0,6.0,0.0,2.0,1.0
Ramsey Nijem,Andrew Holbrook,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",2.2,49%,3.0,54%,0.85,18%,10%,2.1,2015.0,0.0,3.0,0.0,1.0,0.0
Elizabeth Phillips,Jessamyn Duke,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986",2.6,33%,3.07,58%,0.75,25%,53%,0.2,"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9,2015.0,1.0,1.0,0.0,1.0,1.0
Zak Cummings,Dominique Steele,"6' 0""",205 lbs.,"75""",Southpaw,"Aug 02, 1984",2.96,35%,2.91,55%,0.62,28%,66%,0.6,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0,2015.0,1.0,2.0,0.0,1.0,1.0
Thales Leites,Michael Bisping,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.1,27%,30%,1.1,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3,2015.0,0.0,5.0,0.0,7.0,0.0
Evan Dunham,Ross Pearson,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,2015.0,0.0,4.0,0.0,3.0,1.0
Joe Duffy,Ivan Jorge,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",3.41,49%,2.91,59%,1.56,16%,75%,0.6,2015.0,0.0,2.0,1.0,1.0,1.0
Joanne Wood,Cortney Casey,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",7.1,51%,4.89,51%,1.52,55%,58%,0.3,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",4.29,39%,4.0,55%,0.39,31%,39%,0.5,2015.0,1.0,2.0,1.0,2.0,1.0
Pawel Pawlak,Leon Edwards,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",1.67,33%,2.22,53%,1.0,37%,70%,0.0,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.6,54%,2.44,52%,1.25,37%,63%,0.4,2015.0,1.0,1.0,0.0,8.0,0.0
